created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2023-12-07T06:42:25+00:00,305,2130,2020,2033,1578,1119,34.70,40.80,,,,
2023-12-07T07:24:05+00:00,306,2096,1969,1968,1535,1121,34.20,40.50,,,,
2023-12-07T08:05:47+00:00,307,2039,1886,1872,1513,1115,34.20,39.70,,,,
2023-12-07T08:47:27+00:00,308,1930,1694,1645,1438,1085,34.60,38.30,,,,
2023-12-07T09:29:05+00:00,309,1919,1627,1588,1377,1022,36.20,34.60,,,,
2023-12-07T10:10:45+00:00,310,1952,1648,1638,1355,963,40.00,30.30,,,,
2023-12-07T10:52:25+00:00,311,1970,1664,1670,1342,933,42.80,28.00,,,,
2023-12-07T11:34:05+00:00,312,1979,1663,1668,1346,919,44.10,27.00,,,,
2023-12-07T12:15:46+00:00,313,1969,1637,1633,1334,901,45.30,26.20,,,,
2023-12-07T12:57:26+00:00,314,1942,1598,1582,1330,879,47.00,25.30,,,,
2023-12-07T13:39:06+00:00,315,1942,1592,1568,1340,880,48.70,24.60,,,,
2023-12-07T14:20:45+00:00,316,1936,1581,1535,1337,870,49.80,24.20,,,,
2023-12-07T15:02:26+00:00,317,1920,1539,1496,1337,862,51.00,23.80,,,,
2023-12-07T15:44:06+00:00,318,1909,1524,1470,1332,848,52.40,23.50,,,,
2023-12-07T16:25:46+00:00,319,1902,1508,1445,1333,848,53.60,23.00,,,,
2023-12-07T17:07:27+00:00,320,1908,1515,1455,1329,837,55.00,22.70,,,,
2023-12-07T17:49:06+00:00,321,1903,1504,1441,1328,837,56.10,22.60,,,,
2023-12-07T18:30:46+00:00,322,1903,1504,1438,1333,835,56.70,22.30,,,,
2023-12-07T19:12:26+00:00,323,1895,1493,1420,1327,832,57.10,22.50,,,,
2023-12-07T19:54:06+00:00,324,1918,1521,1459,1327,837,57.60,22.20,,,,
2023-12-07T20:35:46+00:00,325,1911,1517,1454,1345,839,57.80,22.00,,,,
2023-12-07T21:17:26+00:00,326,1915,1524,1463,1346,849,58.50,22.40,,,,
2023-12-07T21:59:07+00:00,327,1950,1574,1527,1350,848,57.20,23.10,,,,
2023-12-07T22:40:47+00:00,328,1933,1535,1490,1346,848,57.30,23.00,,,,
2023-12-07T23:22:25+00:00,329,1950,1574,1515,1375,849,58.20,22.60,,,,
2023-12-08T00:04:06+00:00,330,2010,1678,1635,1438,867,58.70,23.80,,,,
2023-12-08T00:45:46+00:00,331,2037,1722,1688,1466,869,56.50,26.50,,,,
2023-12-08T01:27:25+00:00,332,2056,1791,1755,1519,880,54.20,28.50,,,,
2023-12-08T02:09:04+00:00,333,2170,2028,2025,1601,922,49.30,32.20,,,,
2023-12-08T02:50:46+00:00,334,2226,2157,2179,1634,968,43.50,37.80,,,,
2023-12-08T03:32:26+00:00,335,2237,2193,2230,1632,1003,39.50,40.50,,,,
2023-12-08T04:14:07+00:00,336,2223,2189,2219,1616,1040,36.70,41.70,,,,
2023-12-08T04:55:45+00:00,337,2192,2140,2161,1599,1057,35.70,41.40,,,,
2023-12-08T05:37:26+00:00,338,2173,2106,2110,1596,1059,35.20,41.30,,,,
2023-12-08T06:19:05+00:00,339,2206,2160,2192,1593,1072,34.60,41.40,,,,
2023-12-08T07:00:45+00:00,340,2183,2125,2151,1568,1085,33.80,41.80,,,,
2023-12-08T07:42:26+00:00,341,2158,2079,2106,1535,1072,33.20,41.40,,,,
2023-12-08T08:24:05+00:00,342,2109,1981,1994,1519,1058,33.10,40.70,,,,
2023-12-08T09:05:46+00:00,343,1961,1728,1704,1405,1005,33.60,38.90,,,,
2023-12-08T09:47:27+00:00,344,1936,1657,1632,1355,944,37.20,33.10,,,,
2023-12-08T10:29:05+00:00,345,1935,1637,1612,1359,901,42.20,29.10,,,,
2023-12-08T11:10:46+00:00,346,1927,1615,1585,1359,885,46.00,27.30,,,,
2023-12-08T11:52:26+00:00,347,1934,1614,1584,1358,863,48.10,26.40,,,,
2023-12-08T12:34:05+00:00,348,1940,1619,1591,1351,851,50.00,25.60,,,,
2023-12-08T13:15:46+00:00,349,1942,1616,1586,1362,848,51.20,25.30,,,,
2023-12-08T13:57:27+00:00,350,1922,1586,1535,1356,848,51.80,25.20,,,,
2023-12-08T14:39:05+00:00,351,1904,1556,1491,1360,848,52.80,24.80,,,,
2023-12-08T15:20:47+00:00,352,1910,1558,1491,1346,843,53.90,24.40,,,,
2023-12-08T16:02:25+00:00,353,1918,1558,1495,1345,837,55.00,23.80,,,,
2023-12-08T16:44:05+00:00,354,1895,1523,1455,1344,846,56.30,23.50,,,,
2023-12-08T17:25:47+00:00,355,1877,1503,1427,1347,854,56.80,23.50,,,,
2023-12-08T18:07:26+00:00,356,1872,1493,1421,1344,859,57.50,23.20,,,,
2023-12-08T18:49:06+00:00,357,1866,1487,1408,1341,870,58.40,23.00,,,,
2023-12-08T19:30:46+00:00,358,1865,1479,1400,1332,872,58.60,22.80,,,,
2023-12-08T20:12:27+00:00,359,1854,1453,1357,1334,865,59.00,22.60,,,,
2023-12-08T20:54:05+00:00,360,1883,1487,1402,1342,864,59.80,22.50,,,,
2023-12-08T21:35:47+00:00,361,1886,1497,1417,1340,875,60.10,22.50,,,,
2023-12-08T22:17:26+00:00,362,1883,1491,1414,1360,881,60.20,22.70,,,,
2023-12-08T22:59:05+00:00,363,1890,1507,1433,1353,880,60.30,22.60,,,,
2023-12-08T23:40:47+00:00,364,1966,1622,1560,1440,891,61.10,22.60,,,,
2023-12-09T00:22:25+00:00,365,2072,1802,1770,1521,905,61.90,25.70,,,,
2023-12-09T01:04:06+00:00,366,2111,1906,1887,1583,931,53.90,30.70,,,,
2023-12-09T01:45:45+00:00,367,2164,2038,2029,1615,944,49.00,34.70,,,,
2023-12-09T02:27:27+00:00,368,2224,2178,2194,1641,974,44.20,38.00,,,,
2023-12-09T03:09:06+00:00,369,2267,2259,2293,1649,1011,39.60,41.00,,,,
2023-12-09T03:50:45+00:00,370,2256,2256,2288,1638,1044,36.50,42.50,,,,
2023-12-09T04:32:25+00:00,371,2250,2261,2303,1614,1050,34.00,43.10,,,,
2023-12-09T05:14:05+00:00,372,2202,2183,2200,1601,1053,33.30,42.90,,,,
2023-12-09T05:55:46+00:00,373,2273,2267,2314,1613,1067,33.20,42.40,,,,
2023-12-09T06:37:26+00:00,374,2325,2336,2407,1614,1062,32.40,43.10,,,,
2023-12-09T07:19:07+00:00,375,2280,2250,2316,1568,1055,31.50,43.60,,,,
2023-12-09T08:00:45+00:00,376,2214,2137,2194,1520,1023,31.50,42.10,,,,
2023-12-09T08:42:26+00:00,377,2097,1920,1950,1435,976,32.20,40.00,,,,
2023-12-09T09:24:06+00:00,378,2066,1846,1876,1395,931,34.40,35.50,,,,
2023-12-09T10:05:46+00:00,379,2042,1809,1841,1383,907,38.40,31.60,,,,
2023-12-09T10:47:26+00:00,380,2012,1765,1780,1370,887,40.50,29.90,,,,
2023-12-09T11:29:05+00:00,381,1990,1726,1717,1364,869,42.20,28.80,,,,
2023-12-09T12:10:48+00:00,382,1971,1686,1665,1356,848,42.60,28.50,,,,
2023-12-09T12:52:26+00:00,383,1989,1701,1678,1363,825,43.20,28.00,,,,
2023-12-09T13:34:06+00:00,384,1997,1706,1681,1373,807,43.20,28.30,,,,
2023-12-09T14:15:46+00:00,385,1985,1689,1655,1363,791,43.10,28.20,,,,
2023-12-09T14:57:26+00:00,386,1954,1646,1600,1360,786,43.00,28.10,,,,
2023-12-09T15:39:06+00:00,387,1949,1638,1590,1346,778,43.00,28.10,,,,
2023-12-09T16:20:45+00:00,388,1976,1663,1624,1361,775,43.40,27.80,,,,
2023-12-09T17:02:28+00:00,389,1987,1677,1639,1357,773,43.90,27.50,,,,
2023-12-09T17:44:06+00:00,390,1986,1669,1622,1356,764,44.00,27.50,,,,
2023-12-09T18:25:46+00:00,391,1968,1648,1600,1364,753,44.10,27.50,,,,
2023-12-09T19:07:26+00:00,392,1929,1592,1520,1348,750,44.30,27.30,,,,
2023-12-09T19:49:06+00:00,393,1964,1623,1576,1346,741,45.00,26.80,,,,
2023-12-09T20:30:46+00:00,394,1950,1602,1535,1346,734,46.20,26.20,,,,
2023-12-09T21:12:26+00:00,395,1935,1581,1508,1341,733,46.90,25.60,,,,
2023-12-09T21:54:06+00:00,396,1923,1569,1494,1329,725,48.00,25.50,,,,
2023-12-09T22:35:45+00:00,397,1932,1573,1502,1338,727,48.70,25.10,,,,
2023-12-09T23:17:26+00:00,398,1968,1635,1575,1386,735,50.00,24.60,,,,
2023-12-10T00:40:47+00:00,399,2099,1902,1871,1519,791,47.20,31.20,,,,
2023-12-10T01:22:26+00:00,400,2084,1927,1886,1544,829,43.10,35.00,,,,
2023-12-10T02:04:06+00:00,401,2184,2128,2111,1610,877,40.00,37.50,,,,
2023-12-10T02:45:46+00:00,402,2280,2295,2315,1647,912,37.20,40.80,,,,
2023-12-10T03:27:27+00:00,403,2276,2303,2322,1633,949,34.40,43.30,,,,
2023-12-10T04:09:07+00:00,404,2251,2266,2286,1613,965,32.40,44.00,,,,
2023-12-10T04:50:47+00:00,405,2236,2253,2261,1600,990,32.40,43.30,,,,
2023-12-10T05:32:27+00:00,406,2228,2234,2233,1607,1015,32.40,43.30,,,,
2023-12-10T06:14:06+00:00,407,2302,2331,2355,1633,1040,32.60,43.50,,,,
2023-12-10T06:55:45+00:00,408,2342,2353,2415,1620,1042,32.00,44.90,,,,
2023-12-10T07:37:26+00:00,409,2318,2304,2365,1608,1037,32.50,44.10,,,,
2023-12-10T08:19:06+00:00,410,2243,2178,2226,1567,1013,33.60,43.00,,,,
2023-12-10T09:00:47+00:00,411,2129,1976,2010,1486,976,35.40,40.40,,,,
2023-12-10T09:42:27+00:00,412,2096,1904,1936,1444,937,38.90,35.70,,,,
2023-12-10T10:24:06+00:00,413,2066,1854,1878,1428,919,43.10,32.20,,,,
2023-12-10T11:05:46+00:00,414,2039,1818,1832,1427,912,46.50,30.50,,,,
2023-12-10T11:47:25+00:00,415,2032,1801,1807,1428,906,48.70,29.70,,,,
2023-12-10T12:29:07+00:00,416,1999,1751,1743,1423,892,50.50,29.10,,,,
2023-12-10T13:10:46+00:00,417,1972,1712,1681,1417,890,52.10,28.60,,,,
2023-12-10T13:52:26+00:00,418,1980,1712,1687,1420,882,53.20,28.20,,,,
2023-12-10T14:34:06+00:00,419,1980,1707,1664,1430,880,54.00,27.90,,,,
2023-12-10T15:15:47+00:00,420,1976,1694,1645,1419,868,54.20,28.00,,,,
2023-12-10T15:57:25+00:00,421,1985,1705,1656,1424,868,55.20,27.50,,,,
2023-12-10T16:39:06+00:00,422,1985,1705,1651,1431,869,55.90,27.70,,,,
2023-12-10T17:20:47+00:00,423,1999,1712,1660,1431,875,55.50,28.00,,,,
2023-12-10T18:02:26+00:00,424,1989,1696,1634,1438,877,55.50,28.30,,,,
2023-12-10T18:44:06+00:00,425,1990,1698,1633,1437,880,55.80,28.40,,,,
2023-12-10T19:25:46+00:00,426,1975,1678,1600,1423,881,55.80,28.50,,,,
2023-12-10T20:07:27+00:00,427,1955,1649,1563,1424,880,55.80,28.50,,,,
2023-12-10T20:49:06+00:00,428,1968,1660,1583,1420,883,56.00,28.20,,,,
2023-12-10T21:30:46+00:00,429,1974,1674,1602,1433,890,56.60,28.00,,,,
2023-12-10T22:12:26+00:00,430,1955,1648,1572,1415,894,57.00,28.00,,,,
2023-12-10T22:54:07+00:00,431,1976,1674,1604,1432,895,57.70,27.80,,,,
2023-12-10T23:35:46+00:00,432,1984,1687,1617,1443,894,58.20,28.00,,,,
2023-12-11T00:17:26+00:00,433,2044,1785,1730,1491,898,58.00,28.90,,,,
2023-12-11T00:59:06+00:00,434,2136,1946,1919,1574,917,57.40,30.70,,,,
2023-12-11T01:40:46+00:00,435,2222,2132,2126,1636,951,53.70,34.50,,,,
2023-12-11T02:22:26+00:00,436,2300,2300,2315,1668,975,46.40,39.80,,,,
2023-12-11T03:04:09+00:00,437,2349,2384,2409,1679,991,41.00,43.10,,,,
2023-12-11T03:45:45+00:00,438,2194,2130,2123,1586,970,38.00,44.70,,,,
2023-12-11T04:27:28+00:00,439,2157,2070,2043,1574,958,38.40,41.70,,,,
2023-12-11T05:09:05+00:00,440,2229,2182,2187,1611,977,40.50,40.00,,,,
2023-12-11T05:50:48+00:00,441,2187,2118,2096,1600,990,40.30,41.40,,,,
2023-12-11T06:32:26+00:00,442,2168,2057,2049,1568,966,39.50,41.40,,,,
2023-12-11T07:14:06+00:00,443,2240,2168,2194,1584,960,41.20,39.00,,,,
2023-12-11T07:55:46+00:00,444,2224,2138,2160,1582,961,41.70,39.70,,,,
2023-12-11T08:37:27+00:00,445,2142,1999,1998,1534,949,41.30,39.50,,,,
2023-12-11T09:19:08+00:00,446,2057,1859,1842,1468,908,42.30,37.50,,,,
2023-12-11T10:00:46+00:00,447,2023,1795,1769,1445,885,45.10,33.90,,,,
2023-12-11T10:42:27+00:00,448,1999,1746,1698,1418,831,48.00,31.50,,,,
2023-12-11T11:24:06+00:00,449,1997,1728,1677,1429,789,50.40,30.20,,,,
2023-12-11T12:05:48+00:00,450,2009,1743,1702,1413,762,52.50,29.40,,,,
2023-12-11T12:47:27+00:00,451,1981,1711,1657,1405,765,54.10,28.80,,,,
2023-12-11T13:29:07+00:00,452,1973,1705,1652,1418,783,55.00,28.60,,,,
2023-12-11T14:10:46+00:00,453,1963,1681,1627,1407,793,55.70,28.30,,,,
2023-12-11T14:52:26+00:00,454,1959,1679,1617,1406,798,56.90,27.80,,,,
2023-12-11T15:34:06+00:00,455,1962,1682,1616,1419,811,57.70,27.80,,,,
2023-12-11T16:15:45+00:00,456,1983,1704,1642,1426,817,57.60,28.30,,,,
2023-12-11T16:57:26+00:00,457,1983,1695,1628,1408,814,57.30,28.30,,,,
2023-12-11T17:39:06+00:00,458,1984,1692,1622,1415,813,58.70,27.50,,,,
2023-12-11T18:20:48+00:00,459,2003,1715,1657,1423,810,60.00,27.10,,,,
2023-12-11T19:02:28+00:00,460,1977,1680,1612,1412,816,60.50,27.10,,,,
2023-12-11T19:44:07+00:00,461,1969,1674,1602,1412,825,61.10,26.90,,,,
2023-12-11T20:25:46+00:00,462,1935,1624,1531,1406,832,61.30,26.80,,,,
2023-12-11T21:07:27+00:00,463,1930,1617,1524,1413,830,61.60,26.60,,,,
2023-12-11T21:49:07+00:00,464,1937,1629,1535,1414,833,62.10,26.60,,,,
2023-12-11T22:30:46+00:00,465,1969,1672,1599,1424,830,62.50,26.60,,,,
2023-12-11T23:12:26+00:00,466,2004,1723,1664,1447,816,62.70,26.90,,,,
2023-12-11T23:54:08+00:00,467,2080,1840,1791,1503,826,62.40,27.70,,,,
2023-12-12T00:35:46+00:00,468,2154,1972,1939,1579,849,60.30,30.70,,,,
2023-12-12T01:17:26+00:00,469,2216,2092,2076,1604,880,54.10,34.90,,,,
2023-12-12T01:59:06+00:00,470,2277,2207,2196,1624,904,49.90,37.70,,,,
2023-12-12T02:40:55+00:00,471,2335,2319,2336,1650,940,46.20,40.30,,,,
2023-12-12T03:22:27+00:00,472,2317,2304,2313,1636,966,42.50,42.20,,,,
2023-12-12T04:04:06+00:00,473,2320,2307,2333,1617,970,41.20,42.70,,,,
2023-12-12T04:45:47+00:00,474,2307,2283,2311,1602,970,40.40,42.50,,,,
2023-12-12T05:27:28+00:00,475,2289,2252,2269,1611,956,40.10,41.80,,,,
2023-12-12T06:09:06+00:00,476,2301,2277,2291,1615,950,41.20,41.60,,,,
2023-12-12T06:50:47+00:00,477,2268,2223,2240,1602,950,39.70,42.50,,,,
2023-12-12T07:32:26+00:00,478,2193,2117,2113,1561,947,38.70,42.20,,,,
2023-12-12T08:14:07+00:00,479,2129,2005,1991,1505,933,39.60,40.50,,,,
2023-12-12T08:55:46+00:00,480,1998,1806,1751,1430,905,40.80,38.10,,,,
2023-12-12T09:37:27+00:00,481,1947,1714,1650,1392,880,43.70,34.00,,,,
2023-12-12T10:19:07+00:00,482,1923,1673,1598,1372,862,47.40,30.90,,,,
2023-12-12T11:00:47+00:00,483,1909,1645,1566,1367,853,49.40,29.50,,,,
2023-12-12T11:42:28+00:00,484,1897,1616,1520,1359,840,51.10,28.50,,,,
2023-12-12T12:24:07+00:00,485,1876,1584,1477,1358,831,52.20,27.80,,,,
2023-12-12T13:05:47+00:00,486,1814,1490,1358,1335,816,53.40,27.10,,,,
2023-12-12T13:47:26+00:00,487,1797,1456,1313,1336,805,54.20,26.70,,,,
2023-12-12T14:29:07+00:00,488,1787,1434,1280,1335,784,54.70,26.30,,,,
2023-12-12T15:10:46+00:00,489,1791,1436,1281,1336,774,55.00,26.20,,,,
2023-12-12T15:52:26+00:00,490,1782,1419,1259,1328,759,55.10,26.20,,,,
2023-12-12T16:34:07+00:00,491,1773,1398,1231,1312,738,54.60,26.00,,,,
2023-12-12T17:15:48+00:00,492,1773,1394,1231,1317,737,55.10,25.50,,,,
2023-12-12T17:57:27+00:00,493,1773,1392,1231,1312,725,55.40,25.00,,,,
2023-12-12T18:39:06+00:00,494,1760,1370,1202,1295,720,55.70,24.80,,,,
2023-12-12T19:20:47+00:00,495,1746,1349,1173,1296,718,55.90,24.60,,,,
2023-12-12T20:02:27+00:00,496,1746,1344,1169,1295,716,56.10,24.30,,,,
2023-12-12T20:44:06+00:00,497,1744,1343,1162,1297,707,56.50,24.20,,,,
2023-12-12T21:25:46+00:00,498,1759,1355,1181,1307,705,56.70,24.10,,,,
2023-12-12T22:07:27+00:00,499,1761,1349,1179,1296,693,56.80,24.20,,,,
2023-12-12T22:49:06+00:00,500,1776,1373,1202,1300,688,57.30,24.00,,,,
2023-12-12T23:30:47+00:00,501,1807,1415,1254,1329,682,57.30,24.10,,,,
2023-12-13T00:12:26+00:00,502,1838,1466,1310,1362,688,58.10,24.90,,,,
2023-12-13T00:54:07+00:00,503,1908,1581,1437,1423,690,55.90,26.70,,,,
2023-12-13T01:35:47+00:00,504,1999,1745,1638,1486,720,54.20,29.50,,,,
2023-12-13T02:17:38+00:00,505,2080,1887,1806,1519,744,49.00,33.50,,,,
2023-12-13T02:59:07+00:00,506,2168,2054,1999,1566,782,45.10,36.50,,,,
2023-12-13T03:40:47+00:00,507,2172,2080,2031,1562,803,41.50,39.70,,,,
2023-12-13T04:22:27+00:00,508,2179,2096,2046,1552,802,39.20,40.70,,,,
2023-12-13T05:04:08+00:00,509,2220,2150,2112,1571,816,39.30,40.60,,,,
2023-12-13T05:45:46+00:00,510,2193,2119,2071,1574,823,38.20,41.90,,,,
2023-12-13T06:27:27+00:00,511,2123,2000,1933,1528,842,37.80,42.00,,,,
2023-12-13T07:09:07+00:00,512,2145,2047,1985,1535,846,38.00,40.80,,,,
2023-12-13T07:50:46+00:00,513,2098,1964,1890,1528,853,38.20,41.10,,,,
2023-12-13T08:32:25+00:00,514,2010,1823,1728,1471,838,38.10,40.30,,,,
2023-12-13T09:14:06+00:00,515,1901,1629,1500,1392,814,39.50,37.80,,,,
2023-12-13T09:55:48+00:00,516,1888,1598,1471,1359,784,44.00,33.00,,,,
2023-12-13T10:37:26+00:00,517,1922,1640,1535,1358,776,47.50,30.30,,,,
2023-12-13T11:19:06+00:00,518,1946,1665,1577,1361,773,49.50,29.00,,,,
2023-12-13T12:00:47+00:00,519,1943,1654,1571,1358,772,50.80,28.70,,,,
2023-12-13T12:42:27+00:00,520,1943,1647,1559,1354,768,51.90,28.30,,,,
2023-12-13T13:24:06+00:00,521,1931,1627,1534,1345,771,53.10,27.80,,,,
2023-12-13T14:05:47+00:00,522,1936,1629,1534,1346,769,54.90,27.00,,,,
2023-12-13T14:47:27+00:00,523,1939,1635,1535,1351,769,56.30,26.70,,,,
2023-12-13T15:29:06+00:00,524,1944,1637,1535,1354,781,57.40,26.40,,,,
2023-12-13T16:10:46+00:00,525,1921,1605,1501,1351,778,58.30,26.40,,,,
2023-12-13T16:52:26+00:00,526,1918,1597,1490,1336,774,59.00,26.10,,,,
2023-12-13T17:34:08+00:00,527,1914,1592,1484,1345,775,59.90,25.80,,,,
2023-12-13T18:15:46+00:00,528,1921,1592,1480,1345,774,60.60,25.60,,,,
2023-12-13T18:57:28+00:00,529,1931,1608,1494,1346,762,61.20,25.60,,,,
2023-12-13T19:39:07+00:00,530,1951,1631,1534,1352,759,61.70,25.70,,,,
2023-12-13T20:20:46+00:00,531,1937,1614,1514,1362,753,61.70,25.70,,,,
2023-12-13T21:02:26+00:00,532,1924,1602,1492,1363,751,62.00,26.00,,,,
2023-12-13T21:44:06+00:00,533,1922,1600,1488,1366,752,61.50,26.30,,,,
2023-12-13T22:25:49+00:00,534,1936,1617,1515,1368,752,61.00,26.70,,,,
2023-12-13T23:07:26+00:00,535,1941,1624,1524,1360,751,60.40,26.80,,,,
2023-12-13T23:49:06+00:00,536,1969,1674,1585,1394,752,61.10,26.50,,,,
2023-12-14T00:30:47+00:00,537,2011,1741,1651,1448,757,60.90,27.80,,,,
2023-12-14T01:12:26+00:00,538,2091,1879,1803,1529,774,59.20,30.30,,,,
2023-12-14T01:54:06+00:00,539,2117,1951,1883,1553,784,53.40,34.80,,,,
2023-12-14T02:35:46+00:00,540,2211,2110,2077,1576,801,48.00,37.30,,,,
2023-12-14T03:17:26+00:00,541,2268,2204,2194,1584,821,44.60,39.60,,,,
2023-12-14T03:59:08+00:00,542,2315,2269,2288,1584,830,42.00,41.20,,,,
2023-12-14T04:40:46+00:00,543,2280,2219,2242,1544,822,40.20,41.60,,,,
2023-12-14T05:22:26+00:00,544,2254,2188,2197,1543,844,40.30,40.30,,,,
2023-12-14T06:04:07+00:00,545,2236,2155,2161,1518,850,39.00,40.70,,,,
2023-12-14T06:45:46+00:00,546,2132,2011,1984,1494,864,39.90,39.90,,,,
2023-12-14T07:27:27+00:00,547,2157,2039,2021,1507,875,40.10,39.10,,,,
2023-12-14T08:09:07+00:00,548,2111,1965,1933,1469,874,40.80,38.80,,,,
2023-12-14T08:50:48+00:00,549,1979,1763,1703,1403,847,41.50,37.40,,,,
2023-12-14T09:32:28+00:00,550,1907,1654,1571,1360,822,44.40,33.60,,,,
2023-12-14T10:14:07+00:00,551,1914,1648,1570,1340,796,48.80,30.00,,,,
2023-12-14T10:55:46+00:00,552,1934,1672,1601,1345,781,52.20,28.30,,,,
2023-12-14T11:37:26+00:00,553,1935,1670,1608,1343,784,54.40,27.40,,,,
2023-12-14T12:19:06+00:00,554,1925,1652,1585,1336,774,55.90,26.80,,,,
2023-12-14T13:00:47+00:00,555,1906,1625,1535,1338,768,57.30,26.40,,,,
2023-12-14T13:42:27+00:00,556,1891,1601,1501,1329,771,58.30,26.10,,,,
2023-12-14T14:24:09+00:00,557,1879,1577,1471,1328,765,59.30,25.80,,,,
2023-12-14T15:05:48+00:00,558,1872,1564,1451,1338,765,60.00,25.60,,,,
2023-12-14T15:47:27+00:00,559,1860,1534,1414,1327,768,61.00,25.50,,,,
2023-12-14T16:29:08+00:00,560,1885,1574,1457,1325,771,61.70,25.20,,,,
2023-12-14T17:10:47+00:00,561,1856,1525,1397,1333,770,62.40,25.00,,,,
2023-12-14T17:52:31+00:00,562,1839,1498,1364,1326,774,62.90,24.90,,,,
2023-12-14T18:34:06+00:00,563,1842,1503,1371,1319,778,63.20,24.70,,,,
2023-12-14T19:15:47+00:00,564,1871,1535,1423,1326,783,63.90,24.40,,,,
2023-12-14T19:57:29+00:00,565,1870,1533,1411,1321,779,64.30,24.40,,,,
2023-12-14T20:39:06+00:00,566,1888,1557,1430,1341,784,64.50,24.40,,,,
2023-12-14T21:20:48+00:00,567,1900,1571,1448,1357,784,64.80,24.70,,,,
2023-12-14T22:02:29+00:00,568,1906,1584,1458,1360,782,64.60,25.40,,,,
2023-12-14T22:44:07+00:00,569,1906,1584,1459,1360,779,64.40,25.60,,,,
2023-12-14T23:25:47+00:00,570,1926,1604,1485,1360,773,64.30,25.80,,,,
2023-12-15T00:07:29+00:00,571,1991,1704,1612,1419,776,65.20,25.80,,,,
2023-12-15T00:49:06+00:00,572,2108,1877,1803,1518,794,65.50,27.70,,,,
2023-12-15T01:30:47+00:00,573,2203,2053,2024,1544,820,60.80,32.80,,,,
2023-12-15T02:12:27+00:00,574,2272,2194,2177,1622,851,52.50,36.70,,,,
2023-12-15T02:54:08+00:00,575,2334,2320,2324,1632,886,46.50,40.70,,,,
2023-12-15T03:35:46+00:00,576,2310,2288,2298,1582,894,41.90,43.10,,,,
2023-12-15T04:17:26+00:00,577,2322,2291,2318,1566,899,39.70,42.80,,,,
2023-12-15T04:59:07+00:00,578,2280,2226,2248,1535,896,38.90,42.20,,,,
2023-12-15T05:40:47+00:00,579,2307,2273,2291,1563,909,39.60,40.80,,,,
2023-12-15T06:22:27+00:00,580,2306,2288,2298,1562,909,37.70,42.40,,,,
2023-12-15T07:04:08+00:00,581,2300,2283,2288,1554,913,36.10,43.50,,,,
2023-12-15T07:45:47+00:00,582,2223,2170,2163,1519,907,34.70,43.90,,,,
2023-12-15T08:27:26+00:00,583,2143,2052,2021,1475,897,35.00,42.30,,,,
2023-12-15T09:09:07+00:00,584,2044,1871,1842,1385,859,35.90,40.30,,,,
2023-12-15T09:50:48+00:00,585,1968,1757,1709,1342,826,39.60,34.90,,,,
2023-12-15T10:32:26+00:00,586,1933,1696,1629,1324,784,43.40,31.30,,,,
2023-12-15T11:14:08+00:00,587,1911,1656,1574,1320,768,46.70,29.50,,,,
2023-12-15T11:55:47+00:00,588,1926,1673,1597,1331,757,49.50,28.70,,,,
2023-12-15T12:37:27+00:00,589,1909,1644,1555,1325,751,51.50,28.00,,,,
2023-12-15T13:19:06+00:00,590,1905,1632,1533,1326,744,52.50,27.60,,,,
2023-12-15T14:00:46+00:00,591,1939,1675,1589,1341,737,53.40,27.50,,,,
2023-12-15T14:42:27+00:00,592,1942,1674,1584,1350,745,53.70,27.90,,,,
2023-12-15T15:24:06+00:00,593,1954,1685,1600,1342,739,53.60,28.30,,,,
2023-12-15T16:05:46+00:00,594,1871,1573,1438,1341,750,53.80,28.20,,,,
2023-12-15T16:47:27+00:00,595,1936,1652,1544,1338,749,54.60,27.80,,,,
2023-12-15T17:29:07+00:00,596,1962,1680,1589,1344,749,55.10,27.60,,,,
2023-12-15T18:10:46+00:00,597,1936,1646,1535,1333,746,56.00,27.40,,,,
2023-12-15T18:52:26+00:00,598,1910,1611,1499,1317,743,57.20,26.40,,,,
2023-12-15T19:34:07+00:00,599,1915,1605,1496,1322,739,59.20,25.50,,,,
2023-12-15T20:15:46+00:00,600,1911,1607,1489,1313,722,60.30,25.30,,,,
2023-12-15T20:57:28+00:00,601,1923,1616,1498,1326,734,60.50,25.40,,,,
2023-12-15T21:39:07+00:00,602,1921,1605,1489,1324,731,60.90,25.60,,,,
2023-12-15T22:20:47+00:00,603,1905,1585,1458,1314,725,61.20,25.40,,,,
2023-12-15T23:02:26+00:00,604,1834,1484,1327,1301,726,61.70,25.00,,,,
2023-12-15T23:44:07+00:00,605,1907,1597,1445,1387,737,62.70,24.90,,,,
2023-12-16T00:25:47+00:00,606,2017,1778,1658,1472,781,63.20,28.00,,,,
2023-12-16T01:07:27+00:00,607,2094,1925,1830,1519,773,54.40,33.50,,,,
2023-12-16T01:49:07+00:00,608,2109,1961,1871,1516,801,47.80,37.30,,,,
2023-12-16T02:30:49+00:00,609,2145,2038,1968,1531,831,45.30,38.50,,,,
2023-12-16T03:12:26+00:00,610,2196,2120,2074,1534,851,42.60,39.90,,,,
2023-12-16T03:54:06+00:00,611,2134,2030,1975,1488,857,40.80,40.50,,,,
2023-12-16T04:35:47+00:00,612,2064,1935,1859,1454,848,39.10,39.50,,,,
2023-12-16T05:17:26+00:00,613,2012,1850,1757,1413,832,38.60,38.20,,,,
